,dots_exten,X,Y
177,0.335176,179.24958333332313,-17.988750000420282
178,0.189543,178.62791666665657,-17.98750000166848
179,0.889329,177.25874999998996,-17.977083333753228
180,0.293376,178.60124999998982,-17.976250000419952
181,0.271611,178.5895833333234,-17.936666668330247
182,1.24909,178.58624999998983,-17.92375000041858
183,3.57283,178.57958333332363,-17.91541666708497
184,0.555843,177.27624999999,-17.912916667084858
185,0.698257,178.58541666665667,-17.897083333751198
186,0.305346,177.31708333332313,-17.860416667083484
187,0.313961,178.60874999998987,-17.847916667083155
188,15.3835,178.58833333332325,-17.823749999543224
189,1.05077,177.3629166666567,-17.817083333749054
190,0.565125,168.45541666665713,-17.80625000041556
191,20.4828,177.36541666665698,-17.795416667081838
192,0.146331,168.38208333332386,-17.79125000041512
193,2.69844,168.31208333332347,-17.767916667081124
194,0.872079,178.55291666665664,-17.762916667080958
195,4.83358,177.42958333332308,-17.741250000413856
196,0.734764,178.5637499999898,-17.732916667080246
197,0.101416,178.82708333332312,-17.71875000041325
198,2.34691,178.7520833333233,-17.711250000413088
199,0.729194,168.2912499999902,-17.707916667079644
200,0.269911,177.42458333332365,-17.706250000412922
201,0.28189,178.57124999999007,-17.706250000412922
202,0.376214,168.28958333332366,-17.705000001640542
203,0.124677,178.57458333332352,-17.69875000041276
204,1.33273,177.41791666665677,-17.693750000412592
205,0.137383,168.2687499999903,-17.69291666707926
206,0.101787,178.74458333332348,-17.692083333745813
207,0.147044,168.25124999999025,-17.68375000041226
208,0.528785,177.3891666666567,-17.66208333301421
209,0.604237,168.53041666665695,-17.656250000411546
210,0.649101,178.58124999999018,-17.64375000041133
211,0.14371,178.75708333332318,-17.640416667077773
212,1.21111,177.4262499999902,-17.625416667077445
213,0.569172,168.50249999999028,-17.622916666381116
214,0.492384,178.51958333332323,-17.614583333743838
215,0.128242,178.50041666665663,-17.602916667076897
216,12.1311,177.46041666665656,-17.59625000041001
217,0.183177,177.4645833333234,-17.592916667076622
218,0.172258,178.49124999999003,-17.584583333743012
219,1.95228,177.50041666665652,-17.576250000409516
220,1.74838,177.5070833333234,-17.57125000040935
221,0.220207,178.43624999998997,-17.56250000162578
222,0.491237,168.45958333332374,-17.55291666707558
223,0.344382,178.40291666665644,-17.545416667075244
224,0.397571,146.06624999999133,-17.508750000407815
225,0.119886,177.56541666665692,-17.50541666707437
226,0.119006,177.56708333332347,-17.50458333374098
227,0.2038,177.57291666665674,-17.500416667074262
228,0.470463,177.59374999998977,-17.486250000407153
229,0.213926,177.6079166666567,-17.47625000040688
230,2.59418,178.24874999998997,-17.468750000406658
231,0.16877,178.23041666665654,-17.456250000406328
232,29.1697,177.65041666665672,-17.455833334947386
233,0.158465,177.74958333332324,-17.447083333739556
234,1.99771,177.72541666665666,-17.44541666707272
235,0.231196,178.2295833333236,-17.440416667072668
236,0.521739,177.83208333332334,-17.432083333739058
237,0.830954,177.81291666665652,-17.42958333373906
238,0.954192,177.94041666665657,-17.42708333373895
239,0.341148,177.95458333332328,-17.426250000405673
240,1.05393,178.23041666665654,-17.417083333738617
241,1.82695,177.96458333332316,-17.41291666707201
242,0.542311,177.86708333332342,-17.408750000405178
243,6.6311,177.86958333332313,-17.408750000405178
244,0.334349,177.99041666665676,-17.4045833337384
245,0.501862,178.01374999998984,-17.39375000040468
246,0.121346,178.0545833333233,-17.36541666707069
247,4.72843,178.13124999999002,-17.35291666707019
248,0.421583,178.6887499999898,-16.997083333727858
249,0.277316,179.94708333332323,-16.997083333727858
250,0.14717,178.77124999998978,-16.963750000393702
251,1.27251,145.77958333332492,-16.942083333726316
252,0.174368,179.89874999998983,-16.93708333372632
253,0.631586,168.57374999999047,-16.917916667059217
254,0.214565,178.82708333332312,-16.91250000155827
255,0.227736,168.52999999999042,-16.893750000359603
256,0.838444,178.64291666665656,-16.89208333372511
257,1.16281,178.91791666665688,-16.88208333372478
258,0.191346,179.02374999999017,-16.87375000039134
259,0.377788,145.7595833333246,-16.8620833337244
260,0.385676,179.05208333332303,-16.810416667056415
261,0.405684,179.46874999998977,-16.80791666705636
262,0.690479,178.59374999998988,-16.80541666705625
263,0.491254,168.2737499999903,-16.803750000389527
264,0.482349,179.4745833333235,-16.800416667056083
265,0.902721,179.3704166666564,-16.795416667055918
266,0.386215,179.1129166666567,-16.776250000388927
267,0.194374,179.4729166666566,-16.764583333721873
268,0.437778,179.12124999999003,-16.761250000388486
269,0.107696,168.15541666665695,-16.76041666705521
270,0.187868,179.66208333332338,-16.750416667054708
271,0.116252,179.36083333332328,-16.7395833338299
272,0.24694,179.4820833333231,-16.729583333720882
273,0.255057,179.1662499999901,-16.726250000387495
274,0.329346,179.7295833333235,-16.720416667054167
275,3.9881,179.2704166666565,-16.69875000038678
276,0.154704,179.87458333332324,-16.697916667053505
277,0.607663,168.25458333332358,-16.68875000038662
278,0.135072,168.28541666665683,-16.679166668200935
279,0.372786,179.5033333333232,-16.67041666722338
280,0.49518,179.6787499999898,-16.67041666705279
281,0.127209,179.82124999998996,-16.667083333719347
282,0.344521,178.56958333332352,-16.66625000038607
283,0.260941,179.84541666665632,-16.652083333718906
284,1.01288,178.71791666665672,-16.65125000038563
285,0.137823,168.1345833333237,-16.643750000385467
286,0.211087,168.15041666665684,-16.62541666705164
287,0.316987,178.7554166666564,-16.62208333371808
288,0.125812,179.8629166666566,-16.611250000384587
289,0.868432,179.55124999998986,-16.6045833337177
290,0.746243,178.8087499999899,-16.599166668192765
291,1.88764,168.167916666657,-16.59625000038426
292,0.44732,178.8195833333233,-16.576250000383766
293,0.262444,168.17666666719163,-16.57250000185269
294,0.345137,179.56625000173494,-16.572916670083032
295,0.229025,167.53541666665694,-16.5712500003836
296,0.502824,179.89083333332314,-16.571250000641612
297,0.293897,167.49124999999026,-16.568750000383602
298,6.99174,178.8620833333232,-16.556666668188427
299,1.0742,167.5470833333237,-16.54250000152024
300,0.471216,179.63958333332312,-16.507083333715173
301,0.140719,179.64124999999,-16.5037500003819
302,0.103983,167.63958333332357,-16.502083333715177
303,0.10107,167.5945833333235,-16.496250000381735
304,0.597419,167.43791666665697,-16.493750000381397
305,0.107816,168.21416666665698,-16.48875000071081
306,0.452351,167.777916666657,-16.476250000381185
307,0.102679,179.7162499999897,-16.472500001513026
308,0.368923,167.81541666665703,-16.467916667047632
309,0.176978,168.21958333332384,-16.467083333714186
310,1.46764,167.772916666657,-16.46625000038091
311,0.111877,145.4087499999912,-16.447083333713806
312,0.243806,167.42791666665698,-16.44625000038036
313,0.442635,179.1520833333235,-16.438333334843094
314,0.598582,167.77458333332356,-16.43375000038003
315,0.5944,179.2795833333231,-16.422083333713033
316,3.64143,179.26124999999,-16.41708333371298
317,0.321606,167.7820833333235,-16.409583333712817
318,4.20808,179.31708333332347,-16.40875000037937
319,8.04034,179.3387499999899,-16.388750000378877
320,0.10372,179.78374999998982,-16.374583333711826
321,0.298745,167.7787499999904,-16.370416667045106
322,0.171382,179.40458333332333,-16.359583333711498
323,1.47085,168.29791666665687,-16.340000001499675
324,0.164571,168.0491666672251,-16.338333335118307
325,0.702435,167.38333333332378,-16.33625000083572
326,0.337016,167.3845833333238,-16.332083333710784
327,0.124124,167.72208333332378,-16.32708333371062
328,3.24928,179.41708333332303,-16.325000001498097
329,0.119983,168.30874999999037,-16.298750000376685
330,2.69399,179.53374999998982,-16.26875000037586
331,0.362285,167.92416666665713,-16.26708333422448
332,2.38632,167.64041666665707,-16.265416667042416
333,1.41219,179.57041666665668,-16.25708333370892
334,2.28907,179.59458333332327,-16.251250000375364
335,2.18813,167.61874999999043,-16.24875000037531
336,0.138091,179.6112499999897,-16.247500001490266
337,0.569565,167.60458333332383,-16.22750000148818
338,1.20498,179.7654166666565,-16.22583333482129
339,0.168373,179.82041666665646,-16.222500001487674
340,0.234196,167.57958333332385,-16.217916667041038
341,0.307629,167.97874999999044,-16.203333334819035
342,0.223071,167.55041666665716,-16.194166668151468
343,0.37,167.3895833333238,-16.185416667040386
344,0.689718,167.49124999999026,-16.152916667039563
345,0.218816,167.2312499999905,-16.148750000372672
346,0.821614,167.2912499999902,-16.128750000372293
347,0.12552,168.14124999999035,-16.101250000371635
348,0.277323,168.16124999999033,-16.099583333704857
349,0.544616,167.39166666665722,-16.064583334382235
350,0.214567,167.40124999999034,-16.040416667036652
351,0.246556,167.17624999999043,-16.02625000036943
352,0.305981,168.2495833333237,-15.995416667035613
353,0.152816,167.18624999999042,-15.99125000036878
354,0.213369,167.36416666665696,-15.979583334975814
355,0.667372,167.34624999999028,-15.970416667034954
356,0.802745,168.19374999999047,-15.955416667034456
357,0.162364,168.27000000062253,-15.950833334998492
358,0.147291,168.19124999999042,-15.945416667034294
359,0.229951,168.2637499999903,-15.935416667033962
360,0.911693,168.2637499999903,-15.932083333700632
361,0.960039,167.3279166666572,-15.931250000367243
362,0.16555,168.27041666665707,-15.917083333700191
363,0.196182,167.3204166666569,-15.912083333700025
364,0.159372,167.1849999999904,-15.897916667840263
365,0.559408,167.28208333332373,-15.89708333369964
366,0.180782,167.27541666665707,-15.893750001543651
367,0.672101,167.21208333332356,-15.887083333699366
368,0.123884,168.26791666665713,-15.856250000365208
369,0.105997,168.167916666657,-15.82458333369783
370,0.321109,168.2429166666568,-15.771666668108537
371,0.304688,168.230416666657,-15.743750000362468
372,1.42536,168.13791666665713,-15.739583333695748
373,0.10084,167.2412499999905,-15.738750000362359
374,0.260533,168.22291666665706,-15.711250000361701
375,0.22277,167.2312499999905,-15.692083333694427
376,3.17815,168.12124999999037,-15.665416667027046
377,0.407297,167.25041666665697,-15.663750000360324
378,0.102226,166.77291666665724,-15.642916667026554
379,1.11313,168.11874999999054,-15.639166668095072
380,0.189106,167.16624999999033,-15.626250000359505
381,0.295187,168.124166667351,-15.625833334890729
382,1.20553,166.8695833333236,-15.62375000035945
383,0.21894,166.77958333332413,-15.607083333692287
384,0.116964,168.12666666665712,-15.602083334717975
385,1.17932,166.90541666665717,-15.597083333691955
386,1.26891,166.94041666665714,-15.585416667025186
387,0.427485,167.0437499999905,-15.585416667025186
388,0.284096,166.77833333332376,-15.583750001397277
389,0.214948,166.9512499999903,-15.582083333691742
390,0.124952,166.95958333332374,-15.581250000358295
391,0.124924,168.1295833333238,-15.581250000358295
392,1.06702,166.97208333332355,-15.579583333691573
393,0.101288,168.13541666665697,-15.56791666702469
394,0.689734,167.1437499999903,-15.558750000357747
395,0.232122,168.1462499999907,-15.550416667024194
396,0.177416,168.1437499999904,-15.527083333690257
397,0.572345,167.22791666665694,-15.520000001416463
398,24.228,167.17124999999032,-15.517916667023485
399,8.82324,167.17541666665716,-15.515416667023374
400,2.73499,167.19458333332386,-15.514583333689927
401,0.140255,166.7112499999905,-15.506250000356431
402,0.333832,167.2312499999905,-15.478750000355603
403,0.115358,167.21708333332379,-15.461250000355278
404,0.433037,167.21791666665695,-15.450416667021614
405,0.479797,167.1887499999907,-15.380416667019915
406,0.16897,167.1912499999903,-15.376250000353082
407,0.110753,167.93958333332353,-15.358750000352757
408,0.118372,167.94958333332352,-15.342916667018926
409,4.12566,167.17958333332354,-15.330416667018653
410,4.10178,167.1787499999906,-15.327500001397027
411,0.215432,167.97999999999035,-15.307083334915148
412,0.147677,167.8695833333236,-15.299583333684325
413,0.134432,167.9029166666569,-15.28708333368428
414,0.138376,167.91124999999033,-15.284583333684168
415,0.299633,167.94791666665685,-15.278750000350556
416,0.648604,167.16958333332354,-15.222916667015909
417,0.766517,166.88208333332398,-15.171250000347868
418,0.366558,166.8645833333236,-15.168750000347814
419,4.04589,166.8987499999903,-15.167916667014538
420,0.110914,166.85208333332366,-15.167083333681148
421,0.506964,166.95041666665713,-15.160416667014374
422,0.820763,166.82874999999046,-15.159583333680985
423,1.33119,166.82458333332386,-15.15625000034754
424,0.673929,167.10874999999032,-15.147083333680655
425,0.326627,167.10791666665705,-15.1445833336806
426,0.148621,166.97958333332372,-15.12208333368011
427,0.102572,167.07874999999024,-15.090416667012562
428,0.163778,166.80874999999048,-15.089583333679286
429,0.118297,166.62333333332379,-15.077916668393016
430,0.146422,166.8037499999907,-15.039166668034568
431,0.24648,167.066666665836,-15.036666668013368
432,0.274735,167.05666666665707,-14.991250001779065
433,1.39572,166.7937499999906,-14.982916667009874
434,0.14582,167.0537499999905,-14.965416667009379
435,0.510576,166.64958333332356,-14.704583333669518
436,0.152748,166.57458333332374,-14.69875000033602
437,0.21627,166.61958333332382,-14.65125000033487
438,0.772752,167.4320833333236,-14.302916666992814
439,0.126079,167.59708333332355,-14.245416666991275
440,0.456419,167.46208333332356,-14.217083333657342
441,0.155153,167.54291666665688,-14.20291666699029
442,0.557431,167.54749999999035,-13.871250002371141
443,0.101294,167.6970833333237,-13.68125000031057
444,0.98501,166.70541666665713,-13.434583333637761
445,0.821729,160.50624999999127,-11.778750000263756
446,0.200945,166.90000000147472,-11.596666666861324
447,1.24331,160.0687499999908,-11.55625000025816
448,0.273454,166.5237499999905,-11.305000000998916
449,0.217941,166.54291666665722,-11.302916666918804
450,0.543931,159.7620833333242,-11.275416666918147
451,0.1803,166.54208333332429,-11.275416666918147
452,1.8973,122.96708333332595,-10.872916666908282
453,0.100058,162.13374999999075,-10.837083333574128
454,0.97533,122.82374999999251,-10.8279166669073
455,0.128697,162.26041666665742,-10.818750000240357
456,0.182788,162.24458333332404,-10.801250000240032
457,0.4089,122.91208333332588,-10.747083333571823
458,1.49881,123.2520833333258,-10.737083333571832
459,0.289319,161.7749999999911,-10.720416669992005
460,0.129554,161.76249999999106,-10.707916669994177
461,0.183223,152.70291666665776,-10.703750000237505
462,0.235696,152.3704166666579,-10.700416666904061
463,1.69618,152.76624999999137,-10.700416666904061
464,0.220793,152.77874999999108,-10.697916666904064
465,0.108479,161.72416666665754,-10.693750003329967
466,0.235707,152.80624999999122,-10.691250000237346
467,0.504797,165.8183333317843,-10.689166666672747
468,0.978174,152.84791666665774,-10.687916666903732
469,0.423847,162.22083333332432,-10.684583336664787
470,0.128815,150.40541666665786,-10.6816666676051
471,0.199557,162.20708333332425,-10.675416666903573
472,0.528183,123.10958333332576,-10.667916666903409
473,0.188183,150.31749999999147,-10.66375000333494
474,0.310035,166.00458333332415,-10.659583333569799
475,0.121359,150.19958333332477,-10.657083333569801
476,1.9784,150.32374999999115,-10.654583333569803
477,0.696935,123.15458333332583,-10.650416666903027
478,0.110171,150.1387499999912,-10.650416666903027
479,0.116565,151.04041666665807,-10.640416666902752
480,0.151382,123.17791666665903,-10.636250000235862
481,0.312074,152.73791666665784,-10.636250000235862
482,1.53636,162.1754166666576,-10.610833334264953
483,0.121546,150.574583333325,-10.607916666901872
484,0.2739,123.37291666665931,-10.599583333568376
485,0.111438,150.94541666665782,-10.594583333568266
486,0.137432,162.1591666666576,-10.592083336680275
487,0.154344,123.2662499999924,-10.591250000234936
488,1.82874,123.31291666665902,-10.588750000234825
489,0.885784,150.64958333332447,-10.580416666901328
490,0.360281,162.1562499999908,-10.572916666901165
491,0.148221,162.14291666665758,-10.553750000233947
492,0.522988,162.12374999999065,-10.524583333566682
493,1.4138,162.0262499999908,-10.50541666689952
494,1.21754,162.10958333332417,-10.50541666689952
495,0.492689,162.03999999999087,-10.504583336694509
496,0.393314,150.03541666665797,-10.502083333566077
497,0.633641,161.96958333332418,-10.481666667585841
498,0.105794,150.5912499999913,-10.467916666898475
499,1.25901,150.56666666665785,-10.459583336701655
500,0.21287,161.85458333332429,-10.457083333565038
501,0.472004,161.86666666665747,-10.457083336701999
502,0.590061,149.9370833333246,-10.441250000231264
503,0.265784,149.88624999999138,-10.432916666897768
504,1.09759,149.95374999999126,-10.430416666897656
505,2.42103,150.49708333332455,-10.428750000230934
506,0.259046,150.45541666665804,-10.415416666897272
507,0.274951,161.73208333332423,-10.410416666897163
508,0.204261,150.42541666665818,-10.405416666896997
509,0.273905,161.71208333332436,-10.404583333563664
510,1.28362,150.37874999999156,-10.403750000230389
511,0.34462,149.85208333332457,-10.401250000230277
512,0.271353,150.34208333332492,-10.393750000230057
513,0.328274,161.69874999999092,-10.385416666896617
514,0.246155,149.82041666665816,-10.382083333563003
515,0.498908,161.6887499999907,-10.373750000229677
516,3.25448,150.34291666665786,-10.371250001997055
517,0.308072,149.7829166666579,-10.363750000229345
518,0.175917,161.6462499999909,-10.355833334240344
519,0.380131,123.66791666665927,-10.351250000229072
520,0.126891,149.75708333332477,-10.34958333356235
521,0.234456,150.5954166666579,-10.347916666895628
522,0.230383,150.62124999999162,-10.347083333562352
523,0.112135,161.42791666665744,-10.345833334239387
524,0.503973,149.63708333332488,-10.344583333562298
525,0.157246,161.64041666665753,-10.342916666895462
526,0.595452,149.6679166666579,-10.342083333562186
527,0.584035,149.68041666665795,-10.342083333562186
528,21.7306,150.34291666665786,-10.336250000228745
529,1.57806,161.353749999991,-10.335416666895298
530,0.164531,150.52416666665806,-10.332916670054203
531,0.146529,161.37874999999076,-10.333333334238148
532,0.634021,123.55208333332564,-10.332083333561968
533,0.143002,150.65958333332458,-10.331250000228579
534,0.124114,150.66791666665836,-10.328750000228581
535,0.119955,150.6804166666583,-10.323750000228415
536,0.27646,150.46791666665808,-10.322083333561693
537,0.292158,161.59041666665735,-10.317083333561527
538,0.70677,150.45541666665804,-10.316250000228194
539,17.1947,150.44374999999138,-10.30875000022803
540,0.602032,150.72749999999132,-10.305416670058207
541,1.02156,161.57708333332425,-10.302916666894419
542,1.21512,150.3995833333247,-10.302083333561143
543,0.609779,149.34374999999125,-10.299583333561145
544,0.188811,150.73458333332462,-10.297083333560977
545,0.146133,161.5637499999907,-10.295416666894255
546,0.428264,150.60874999999135,-10.280833334233137
547,0.815127,149.36624999999128,-10.279583333560652
548,0.261712,150.66541666665796,-10.276250000227208
549,0.390148,148.94958333332465,-10.268750000227044
550,0.603346,149.18291666665812,-10.262083333560327
551,0.13122,161.2812499999909,-10.26125000022688
552,0.181715,161.723749999991,-10.25708333356016
553,0.230181,120.3629166666592,-10.25375000022666
554,1.26514,124.02791666665917,-10.252916666893384
555,0.104468,161.7612499999907,-10.251250000226719
556,0.897191,150.56791666665788,-10.247916666893275
557,0.756066,148.8137499999914,-10.237916666892943
558,0.974938,150.5245833333247,-10.22875000022617
559,0.107444,150.50374999999121,-10.225416666892556
560,0.118772,161.43374999999082,-10.219583333559285
561,0.740231,150.48541666665812,-10.21458333355912
562,1.14996,161.32208333332437,-10.210416666892229
563,0.114853,123.41791666665938,-10.209583333558953
564,3.54702,150.42083333332482,-10.208750003405441
565,0.111917,148.47708333332457,-10.203750000225511
566,5.54993,150.35711968062355,-10.199061598066294
567,0.201695,120.72874999999271,-10.194583333558626
568,0.982196,123.52708333332612,-10.192916666891904
569,0.143739,148.52624999999125,-10.192083333558458
570,0.557619,148.38374999999132,-10.186250000225016
571,0.132665,120.1145833333261,-10.180416666891574
572,0.747167,124.38458333332562,-10.171250000224688
573,0.187895,150.28708333332452,-10.171250000224688
574,2.31806,124.2395833333261,-10.164583333557914
575,1.85937,150.28041666665808,-10.162916666891249
576,27.1144,123.5774999984385,-10.159999999914191
577,0.113402,151.19458333332454,-10.153750000224306
578,0.134247,120.76208333332579,-10.152083333557584
579,0.10229,151.2304166666579,-10.136250000223924
580,0.155611,150.2404166666579,-10.13458333355726
581,1.02562,148.03791666665825,-10.132083333557091
